age,gender,booking_status,quota,coach_type,booking_time,travel_distance,waiting_list_number,seat_preference,berth_type
62,M,CNF,LD,3AC,20,1641,0,UB,LB
37,F,CNF,GN,3AC,8,1301,0,UB,UB
45,M,CNF,LD,2AC,10,1979,0,SL,SL
32,F,WL,TQ,2AC,16,892,17,UB,SL
52,F,CNF,LD,3AC,16,1626,0,NA,LB
67,F,CNF,GN,3AC,14,1124,0,LB,LB
27,M,RAC,GN,2AC,1,118,14,SL,SL
25,M,CNF,LD,3AC,15,508,0,SL,MB
41,M,CNF,TQ,3AC,23,321,0,SL,SL
22,F,CNF,GN,SL,16,544,0,UB,UB
59,M,RAC,TQ,3AC,5,807,7,UB,SL
36,M,CNF,TQ,3AC,16,1012,0,SL,SL
30,M,CNF,TQ,2AC,1,1333,0,NA,SL
53,M,RAC,GN,3AC,3,293,4,LB,SL
33,F,CNF,LD,2AC,8,1748,0,NA,SL
38,F,CNF,GN,SL,20,1574,0,UB,UB
40,M,CNF,TQ,SL,14,1898,0,SL,SL
53,M,CNF,TQ,3AC,16,1287,0,NA,LB
21,F,RAC,GN,2AC,8,701,10,UB,SL
44,F,CNF,LD,SL,14,1113,0,LB,LB
34,M,RAC,LD,2AC,4,691,7,NA,SL
65,M,RAC,TQ,SL,2,1372,8,LB,SU
67,M,CNF,GN,3AC,17,251,0,UB,LB
36,F,RAC,TQ,2AC,19,834,6,NA,SL
42,M,CNF,GN,3AC,10,552,0,LB,LB
61,F,CNF,GN,SL,10,1234,0,NA,LB
33,F,CNF,TQ,3AC,10,813,0,UB,UB
51,F,RAC,TQ,SL,22,1562,8,NA,SL
30,M,RAC,TQ,2AC,1,1135,8,UB,SL
38,M,CNF,TQ,3AC,18,1756,0,UB,UB
40,M,CNF,GN,3AC,9,176,0,LB,LB
22,M,WL,GN,SL,9,1186,14,LB,SL
41,F,RAC,TQ,2AC,13,609,3,SL,SL
46,F,RAC,GN,SL,19,193,17,SL,SL
54,M,CNF,TQ,SL,16,1079,0,LB,LB
28,F,CNF,TQ,3AC,23,1061,0,LB,LB
44,M,RAC,TQ,SL,4,1774,19,SL,SU
45,M,CNF,GN,SL,21,553,0,NA,SL
28,M,RAC,GN,2AC,3,863,8,UB,SL
58,M,CNF,GN,3AC,10,1695,0,LB,LB
37,M,WL,TQ,SL,6,999,14,UB,SL
41,M,CNF,GN,3AC,11,1142,0,NA,MB
54,M,RAC,GN,2AC,7,974,4,LB,SL
32,M,WL,GN,3AC,19,985,10,SL,SL
47,M,RAC,LD,SL,22,971,8,UB,SL
55,M,CNF,TQ,SL,7,1536,0,NA,LB
27,M,CNF,GN,SL,3,532,0,UB,UB
52,F,CNF,TQ,3AC,23,1007,0,SL,LB
38,F,RAC,GN,SL,20,915,4,SL,SL
18,F,WL,TQ,3AC,21,1778,3,NA,SU
31,M,WL,GN,3AC,7,1733,4,NA,SU
50,M,WL,TQ,SL,1,1662,13,LB,SU
34,M,CNF,TQ,3AC,20,1730,0,NA,MB
58,F,WL,LD,2AC,19,1474,3,SL,SL
57,F,CNF,GN,3AC,19,1054,0,NA,LB
30,M,CNF,TQ,2AC,4,1843,0,UB,UB
38,F,CNF,TQ,3AC,23,783,0,SL,MB
30,F,WL,TQ,3AC,8,467,1,UB,SU
54,M,CNF,LD,2AC,23,1468,0,LB,LB
68,F,CNF,TQ,3AC,7,1942,0,LB,LB
67,F,CNF,TQ,3AC,14,1744,0,UB,LB
35,M,RAC,TQ,2AC,17,479,8,SL,SL
18,F,CNF,TQ,3AC,16,1920,0,NA,SL
51,F,CNF,LD,SL,15,1953,0,SL,LB
35,M,CNF,LD,2AC,5,586,0,NA,MB
23,F,WL,LD,SL,8,449,9,UB,SU
61,M,RAC,LD,3AC,5,122,4,NA,SL
42,F,CNF,GN,3AC,19,232,0,NA,MB
35,M,CNF,LD,3AC,0,178,0,NA,MB
52,M,CNF,TQ,3AC,0,1698,0,UB,LB
38,F,CNF,TQ,2AC,8,789,0,SL,SL
61,M,WL,LD,2AC,5,646,2,LB,SU
63,M,CNF,TQ,2AC,3,1416,0,UB,LB
38,F,CNF,LD,3AC,12,640,0,UB,UB
58,M,RAC,TQ,SL,15,1775,2,SL,SL
36,M,CNF,GN,3AC,23,1704,0,UB,UB
40,F,CNF,GN,SL,5,1538,0,UB,UB
34,M,RAC,TQ,SL,16,294,13,NA,SL
61,F,CNF,GN,3AC,20,656,0,UB,LB
63,M,CNF,GN,3AC,13,1717,0,NA,LB
21,F,CNF,LD,2AC,19,1200,0,LB,LB
53,M,CNF,TQ,2AC,2,235,0,SL,LB
69,M,RAC,GN,SL,16,466,4,LB,SU
23,F,CNF,GN,2AC,21,1887,0,SL,SL
23,F,RAC,GN,3AC,8,1139,7,SL,SL
63,M,CNF,TQ,2AC,0,373,0,SL,LB
29,F,CNF,TQ,SL,14,612,0,UB,UB
32,M,CNF,TQ,SL,15,1912,0,SL,MB
18,M,CNF,TQ,2AC,11,1023,0,SL,MB
56,M,CNF,GN,2AC,0,1476,0,NA,LB
64,F,CNF,LD,3AC,13,1152,0,NA,LB
42,M,CNF,LD,3AC,18,463,0,NA,MB
36,F,CNF,LD,2AC,3,998,0,UB,UB
55,M,RAC,TQ,SL,8,390,9,LB,SL
46,M,RAC,TQ,SL,19,1076,12,UB,SU
67,M,RAC,GN,3AC,17,257,8,UB,SU
58,M,CNF,GN,SL,5,1433,0,UB,LB
24,M,CNF,TQ,3AC,5,1230,0,UB,UB
66,F,CNF,LD,3AC,11,1848,0,NA,LB
38,M,CNF,LD,3AC,12,1941,0,LB,LB
46,F,RAC,GN,2AC,22,1288,16,SL,SL
39,M,WL,GN,3AC,22,324,4,NA,SL
20,M,RAC,GN,3AC,3,1956,12,LB,SL
30,F,CNF,GN,3AC,8,130,0,LB,LB
24,M,RAC,GN,3AC,1,1028,18,UB,SL
24,M,RAC,LD,2AC,7,1434,12,NA,SU
60,M,CNF,TQ,2AC,8,1087,0,LB,LB
21,M,RAC,LD,2AC,10,1502,2,LB,SL
40,F,RAC,GN,SL,21,1789,12,UB,SU
49,F,RAC,TQ,2AC,4,1981,7,SL,SL
46,M,CNF,GN,3AC,4,1417,0,UB,UB
62,M,RAC,TQ,SL,7,887,2,NA,SL
64,F,WL,LD,SL,1,632,15,UB,SU
23,M,RAC,GN,3AC,21,1446,11,NA,SL
60,M,RAC,TQ,SL,8,646,19,UB,SL
60,M,CNF,LD,2AC,6,1133,0,SL,LB
27,M,CNF,GN,3AC,5,792,0,NA,MB
63,M,CNF,LD,2AC,5,1796,0,LB,LB
20,F,CNF,GN,SL,2,656,0,UB,UB
39,F,CNF,LD,3AC,16,360,0,SL,MB
38,F,CNF,LD,SL,23,1986,0,UB,UB
57,F,RAC,TQ,2AC,9,106,17,SL,SU
24,F,CNF,TQ,3AC,18,1036,0,UB,UB
51,M,CNF,GN,2AC,18,1342,0,LB,LB
23,M,CNF,LD,3AC,1,1133,0,SL,MB
27,F,RAC,GN,2AC,21,167,2,SL,SL
24,M,CNF,LD,SL,10,1944,0,LB,LB
67,F,CNF,TQ,SL,11,603,0,LB,LB
50,M,CNF,GN,3AC,20,1967,0,UB,UB
43,F,RAC,GN,3AC,2,968,14,NA,SL
61,F,CNF,GN,3AC,16,571,0,SL,LB
32,F,CNF,TQ,SL,11,1861,0,SL,MB
53,F,CNF,LD,3AC,20,1443,0,LB,LB
29,M,CNF,GN,2AC,5,603,0,SL,SL
34,F,CNF,LD,SL,10,675,0,NA,SL
56,F,CNF,TQ,3AC,1,1049,0,SL,LB
46,M,RAC,GN,SL,23,947,17,SL,SL
60,F,WL,TQ,3AC,23,716,14,SL,SU
62,M,RAC,TQ,3AC,11,505,3,SL,SL
50,M,CNF,TQ,2AC,18,272,0,LB,LB
56,F,WL,GN,3AC,5,934,6,NA,SL
45,F,CNF,TQ,3AC,12,860,0,LB,LB
30,F,CNF,TQ,SL,7,1288,0,NA,MB
48,M,CNF,GN,3AC,8,976,0,SL,MB
30,M,CNF,GN,3AC,10,1916,0,NA,MB
48,F,CNF,GN,2AC,6,699,0,NA,MB
66,M,RAC,GN,2AC,9,1938,12,NA,SU
58,M,CNF,LD,3AC,11,957,0,LB,LB
64,F,CNF,GN,2AC,14,1262,0,UB,LB
54,M,CNF,TQ,3AC,19,1628,0,UB,LB
55,M,WL,LD,2AC,9,1757,4,LB,SL
62,F,CNF,LD,SL,22,1182,0,UB,LB
35,M,WL,GN,2AC,20,895,16,UB,SL
33,M,CNF,LD,SL,21,1590,0,SL,MB
65,F,CNF,TQ,3AC,19,1367,0,UB,LB
59,M,CNF,TQ,2AC,7,1449,0,SL,LB
45,M,CNF,GN,3AC,15,1204,0,LB,LB
61,M,WL,LD,2AC,23,1027,3,SL,SU
30,M,RAC,GN,3AC,19,222,16,LB,SL
69,M,CNF,TQ,2AC,3,991,0,LB,LB
49,F,RAC,GN,3AC,0,1409,5,NA,SL
29,M,RAC,LD,2AC,5,1884,17,UB,SL
62,F,CNF,TQ,SL,23,1263,0,SL,LB
64,F,WL,LD,SL,18,1408,17,NA,SL
26,M,CNF,GN,2AC,1,942,0,LB,LB
37,M,RAC,GN,3AC,17,1618,7,LB,SU
33,F,CNF,GN,3AC,0,414,0,LB,LB
39,F,RAC,GN,2AC,1,1423,16,LB,SU
58,F,CNF,TQ,2AC,14,1030,0,NA,LB
40,F,CNF,TQ,2AC,20,191,0,UB,UB
30,M,CNF,GN,SL,5,1487,0,UB,UB
21,M,RAC,TQ,SL,7,1065,3,SL,SU
40,M,RAC,LD,SL,20,558,18,NA,SL
27,M,RAC,GN,SL,19,1103,8,NA,SU
36,M,CNF,LD,3AC,20,1973,0,LB,LB
26,F,CNF,TQ,2AC,1,172,0,SL,SL
26,F,CNF,TQ,2AC,10,1776,0,SL,MB
55,F,RAC,GN,2AC,3,1029,7,LB,SU
32,F,WL,LD,2AC,10,1859,17,LB,SU
53,F,CNF,GN,2AC,10,144,0,NA,LB
38,M,RAC,TQ,SL,13,1381,18,LB,SU
54,F,CNF,TQ,3AC,23,1755,0,UB,LB
63,M,RAC,TQ,3AC,12,387,18,SL,SU
30,M,CNF,GN,3AC,21,680,0,SL,MB
67,F,CNF,TQ,SL,1,1919,0,UB,LB
25,F,CNF,LD,2AC,6,934,0,LB,LB
46,F,RAC,LD,2AC,6,1575,9,LB,SL
34,F,CNF,GN,2AC,19,177,0,LB,LB
63,F,CNF,GN,3AC,12,1863,0,NA,LB
62,M,CNF,LD,2AC,14,1697,0,NA,LB
67,F,WL,TQ,3AC,19,302,10,NA,SU
39,M,CNF,TQ,SL,7,383,0,SL,MB
62,M,CNF,LD,SL,0,836,0,SL,LB
64,M,CNF,GN,3AC,19,1924,0,LB,LB
42,M,RAC,TQ,SL,18,1298,10,NA,SL
50,F,CNF,GN,2AC,13,1586,0,SL,SL
50,M,WL,TQ,2AC,0,1986,15,LB,SU
52,F,WL,TQ,3AC,22,1561,12,SL,SL
68,F,WL,GN,3AC,7,1371,14,NA,SL
35,M,RAC,TQ,SL,0,1989,12,SL,SU
66,M,CNF,GN,SL,16,1304,0,UB,LB
24,M,RAC,LD,3AC,21,1003,5,SL,SU
32,M,CNF,GN,SL,2,1133,0,SL,MB
20,F,CNF,GN,SL,21,166,0,SL,MB
18,M,WL,LD,3AC,3,1441,2,NA,SL
48,M,CNF,TQ,SL,11,752,0,LB,LB
33,F,RAC,TQ,SL,22,151,9,UB,SL
65,M,WL,TQ,SL,12,999,13,NA,SU
57,M,WL,GN,3AC,10,308,14,UB,SL
45,F,CNF,TQ,2AC,14,313,0,UB,UB
45,F,RAC,GN,3AC,8,870,13,UB,SL
48,F,RAC,GN,SL,17,1928,11,LB,SL
51,M,CNF,LD,SL,19,647,0,SL,LB
67,F,CNF,GN,SL,7,1654,0,UB,LB
29,M,RAC,TQ,SL,15,456,3,LB,SL
61,M,CNF,LD,SL,12,298,0,UB,LB
64,F,RAC,LD,SL,11,1387,12,NA,SU
67,M,RAC,LD,SL,22,568,2,LB,SL
31,M,RAC,GN,2AC,16,1362,16,SL,SU
22,M,CNF,TQ,SL,22,1066,0,UB,UB
40,F,WL,TQ,2AC,11,1518,19,SL,SU
28,M,CNF,LD,2AC,14,1992,0,SL,SL
67,F,CNF,GN,2AC,20,1752,0,NA,LB
65,M,CNF,GN,SL,22,1741,0,SL,LB
39,F,CNF,LD,SL,14,1735,0,UB,UB
65,M,CNF,GN,3AC,6,540,0,NA,LB
29,F,RAC,LD,SL,8,387,8,SL,SU
40,F,WL,TQ,3AC,14,173,6,SL,SL
32,F,CNF,GN,2AC,18,1232,0,LB,LB
31,F,RAC,TQ,SL,13,1538,14,LB,SL
57,F,CNF,TQ,3AC,13,587,0,NA,LB
60,F,CNF,TQ,SL,3,519,0,SL,LB
29,M,CNF,LD,3AC,7,1126,0,NA,MB
35,M,CNF,GN,2AC,0,1730,0,UB,UB
30,M,WL,LD,2AC,2,882,19,SL,SU
45,M,CNF,TQ,2AC,12,1074,0,LB,LB
68,M,WL,GN,SL,2,1473,2,UB,SL
67,M,CNF,TQ,3AC,0,915,0,NA,LB
66,M,RAC,TQ,2AC,16,1921,3,NA,SU
67,M,WL,TQ,SL,20,604,2,UB,SL
49,M,CNF,LD,3AC,16,233,0,LB,LB
68,F,WL,LD,SL,21,1710,7,LB,SL
62,F,RAC,LD,2AC,0,1473,19,SL,SU
68,F,CNF,GN,3AC,13,1408,0,LB,LB
52,M,CNF,TQ,SL,19,455,0,SL,LB
56,M,CNF,GN,SL,23,1686,0,LB,LB
52,M,RAC,TQ,3AC,12,1145,14,UB,SL
24,M,CNF,LD,2AC,12,1991,0,LB,LB
61,M,CNF,GN,3AC,1,628,0,NA,LB
18,F,CNF,LD,2AC,21,447,0,NA,SL
50,M,CNF,GN,3AC,10,1834,0,SL,MB
45,F,RAC,LD,2AC,8,1410,3,UB,SU
50,F,CNF,TQ,2AC,1,1054,0,LB,LB
38,F,RAC,GN,2AC,16,502,5,UB,SL
38,M,CNF,GN,3AC,20,1834,0,LB,LB
46,F,WL,TQ,SL,7,202,13,NA,SU
63,F,CNF,GN,3AC,1,852,0,NA,LB
23,M,CNF,TQ,SL,18,1512,0,UB,UB
58,F,CNF,GN,3AC,6,289,0,SL,LB
53,F,RAC,GN,SL,17,151,17,NA,SU
53,F,WL,TQ,3AC,21,1689,5,NA,SU
26,F,CNF,LD,3AC,3,1602,0,SL,SL
69,M,RAC,GN,3AC,19,831,19,SL,SU
20,M,CNF,GN,3AC,9,297,0,NA,MB
20,F,RAC,GN,3AC,23,399,1,UB,SU
67,F,CNF,TQ,2AC,19,1415,0,SL,LB
32,M,WL,GN,2AC,11,1973,15,LB,SU
46,M,CNF,TQ,3AC,21,1315,0,NA,MB
41,M,RAC,LD,3AC,12,836,18,LB,SU
39,M,CNF,TQ,2AC,21,416,0,SL,MB
42,M,RAC,GN,2AC,16,962,17,LB,SU
50,F,CNF,LD,3AC,15,1939,0,LB,LB
21,M,WL,GN,SL,12,1662,8,SL,SU
69,F,RAC,LD,2AC,6,1400,19,LB,SU
58,F,CNF,TQ,2AC,9,1918,0,NA,LB
25,M,WL,TQ,SL,2,1989,16,SL,SL
53,F,CNF,GN,SL,23,756,0,UB,LB
37,M,WL,GN,3AC,9,695,8,NA,SL
35,M,RAC,GN,3AC,17,224,2,UB,SL
29,F,WL,TQ,SL,7,1773,11,NA,SU
31,F,CNF,LD,3AC,23,1754,0,LB,LB
59,F,RAC,GN,3AC,10,1275,3,UB,SL
54,F,CNF,GN,SL,11,632,0,LB,LB
22,M,CNF,GN,SL,3,225,0,LB,LB
60,M,CNF,LD,2AC,3,990,0,SL,LB
39,F,CNF,GN,3AC,8,1085,0,SL,MB
29,M,WL,GN,3AC,7,1028,19,NA,SU
21,M,RAC,LD,SL,13,620,9,NA,SU
43,M,CNF,LD,SL,9,244,0,NA,MB
58,F,WL,LD,2AC,13,230,12,SL,SU
18,F,CNF,LD,SL,12,531,0,LB,LB
24,F,CNF,TQ,3AC,7,1379,0,LB,LB
28,M,WL,GN,SL,12,954,13,SL,SU
44,M,RAC,LD,SL,17,1184,19,SL,SL
30,M,RAC,GN,SL,20,1719,8,SL,SU
41,F,CNF,GN,3AC,0,909,0,SL,MB
32,M,CNF,GN,2AC,10,961,0,LB,LB
54,F,RAC,TQ,2AC,3,133,7,LB,SL
62,F,CNF,GN,3AC,11,801,0,UB,LB
49,M,WL,TQ,3AC,8,403,8,NA,SU
41,M,CNF,LD,SL,3,699,0,SL,MB
60,M,CNF,TQ,2AC,18,331,0,UB,LB
55,F,CNF,TQ,3AC,14,580,0,SL,LB
23,F,CNF,LD,SL,3,1712,0,UB,UB
64,M,CNF,LD,2AC,1,1139,0,LB,LB
35,M,CNF,TQ,2AC,17,270,0,SL,SL
49,F,CNF,TQ,SL,22,657,0,NA,SL
35,F,CNF,GN,SL,7,699,0,LB,LB
31,M,CNF,TQ,2AC,13,1305,0,LB,LB
39,F,CNF,LD,2AC,9,1725,0,UB,UB
32,F,WL,LD,SL,9,1498,17,NA,SL
18,M,CNF,TQ,2AC,1,1158,0,NA,SL
56,F,RAC,GN,SL,13,1999,19,NA,SU
35,F,WL,TQ,2AC,0,1852,3,UB,SL
32,M,CNF,TQ,SL,14,141,0,NA,MB
55,F,CNF,GN,3AC,21,1316,0,UB,LB
39,F,RAC,GN,3AC,5,264,19,SL,SL
43,F,CNF,TQ,3AC,12,1386,0,NA,MB
25,F,CNF,GN,3AC,18,762,0,UB,UB
43,M,CNF,LD,2AC,8,529,0,UB,UB
55,F,CNF,GN,3AC,6,1006,0,NA,LB
27,M,RAC,GN,3AC,17,1882,3,NA,SU
58,M,CNF,GN,2AC,22,283,0,SL,LB
62,F,CNF,TQ,3AC,11,917,0,NA,LB
60,M,RAC,GN,SL,14,1865,6,LB,SL
35,F,RAC,GN,SL,18,870,14,NA,SL
42,F,CNF,TQ,3AC,16,1407,0,UB,UB
55,F,CNF,TQ,SL,18,1676,0,SL,LB
53,M,RAC,GN,3AC,10,857,2,UB,SU
27,F,CNF,TQ,SL,14,704,0,UB,UB
45,M,CNF,LD,3AC,19,1924,0,UB,UB
32,M,CNF,LD,2AC,17,1133,0,NA,MB
32,M,CNF,LD,3AC,23,558,0,UB,UB
57,M,RAC,TQ,3AC,7,1377,6,NA,SU
32,M,CNF,GN,2AC,12,753,0,SL,MB
60,F,WL,GN,2AC,11,1207,1,NA,SU
20,M,RAC,GN,2AC,11,466,3,LB,SL
42,F,CNF,GN,SL,21,1259,0,LB,LB
68,M,CNF,GN,2AC,5,1525,0,SL,LB
45,M,WL,GN,3AC,11,547,2,SL,SU
54,M,RAC,LD,SL,8,1040,13,SL,SU
64,F,CNF,TQ,SL,12,1386,0,NA,LB
49,M,CNF,LD,2AC,7,1365,0,NA,MB
64,F,WL,TQ,2AC,1,275,5,NA,SU
40,F,WL,TQ,3AC,11,1896,8,NA,SU
28,M,CNF,LD,2AC,16,1229,0,NA,MB
19,M,CNF,TQ,3AC,16,222,0,LB,LB
52,M,CNF,LD,2AC,7,515,0,SL,LB
21,M,RAC,GN,3AC,6,1418,16,UB,SU
44,F,RAC,GN,3AC,16,634,14,UB,SL
22,M,WL,GN,2AC,23,1141,11,LB,SU
65,M,CNF,LD,2AC,15,1240,0,LB,LB
21,F,CNF,GN,3AC,11,141,0,SL,SL
49,M,RAC,TQ,SL,3,1399,3,LB,SU
42,F,CNF,LD,2AC,14,1838,0,LB,LB
33,M,WL,TQ,SL,5,1218,8,LB,SL
30,M,CNF,TQ,2AC,3,264,0,UB,UB
59,F,CNF,GN,SL,0,992,0,LB,LB
59,M,RAC,TQ,3AC,18,854,12,UB,SU
33,F,CNF,TQ,2AC,13,1071,0,NA,MB
62,M,WL,TQ,3AC,4,1529,5,UB,SU
46,F,WL,GN,2AC,17,1617,18,UB,SL
69,F,CNF,LD,3AC,16,1894,0,NA,LB
59,M,CNF,TQ,3AC,11,537,0,UB,LB
48,F,RAC,LD,3AC,20,1107,8,SL,SL
23,M,WL,GN,SL,10,389,6,LB,SU
53,M,CNF,LD,3AC,6,179,0,NA,LB
19,F,RAC,GN,2AC,15,158,10,UB,SU
24,F,WL,LD,3AC,11,1076,13,SL,SL
29,F,WL,LD,SL,18,1923,19,SL,SL
43,M,CNF,GN,2AC,4,599,0,UB,UB
55,M,WL,LD,3AC,3,1215,1,LB,SL
30,F,CNF,LD,2AC,16,597,0,NA,MB
42,F,CNF,GN,2AC,20,1264,0,LB,LB
69,F,CNF,TQ,SL,7,399,0,UB,LB
36,F,CNF,GN,3AC,15,175,0,UB,UB
37,M,RAC,LD,2AC,11,1747,11,UB,SL
39,F,CNF,TQ,2AC,1,752,0,UB,UB
63,F,CNF,LD,2AC,6,903,0,UB,LB
45,M,CNF,GN,SL,12,1550,0,LB,LB
57,M,RAC,LD,SL,1,472,18,UB,SL
43,F,CNF,LD,SL,5,1947,0,LB,LB
39,F,CNF,LD,SL,13,369,0,UB,UB
67,M,RAC,TQ,2AC,17,1429,5,SL,SL
26,F,WL,LD,2AC,6,1902,14,UB,SL
59,M,CNF,GN,3AC,2,227,0,UB,LB
25,F,CNF,TQ,3AC,4,1367,0,LB,LB
60,M,CNF,TQ,3AC,11,1790,0,UB,LB
54,M,CNF,LD,SL,12,1225,0,UB,LB
65,M,WL,LD,2AC,11,158,1,NA,SL
56,F,CNF,LD,3AC,17,282,0,NA,LB
50,F,CNF,TQ,SL,14,1056,0,SL,MB
28,M,RAC,GN,SL,20,417,16,SL,SL
47,M,RAC,GN,2AC,16,1466,11,NA,SU
67,M,CNF,LD,3AC,15,1182,0,SL,LB
32,M,CNF,GN,2AC,12,1589,0,LB,LB
57,F,RAC,GN,2AC,21,1646,17,NA,SL
50,F,CNF,TQ,2AC,6,1003,0,SL,MB
68,M,CNF,TQ,3AC,3,1014,0,NA,LB
41,F,CNF,LD,SL,17,836,0,NA,SL
63,F,RAC,GN,2AC,22,177,7,UB,SU
29,M,RAC,TQ,2AC,15,1544,11,SL,SL
53,M,CNF,LD,2AC,7,1002,0,NA,LB
60,M,WL,TQ,3AC,16,1465,14,UB,SL
51,M,RAC,TQ,3AC,7,1657,2,NA,SU
38,M,CNF,LD,2AC,5,756,0,UB,UB
25,F,CNF,LD,3AC,22,950,0,LB,LB
31,F,CNF,TQ,SL,12,994,0,UB,UB
39,M,CNF,TQ,3AC,9,1154,0,UB,UB
60,F,CNF,LD,2AC,1,390,0,LB,LB
64,M,RAC,TQ,3AC,20,295,15,NA,SU
23,F,CNF,GN,3AC,4,207,0,SL,SL
56,F,CNF,TQ,SL,11,754,0,UB,LB
36,F,CNF,LD,2AC,7,384,0,LB,LB
23,F,RAC,GN,SL,2,1919,5,SL,SL
58,F,CNF,GN,3AC,21,947,0,SL,LB
58,F,CNF,LD,2AC,10,188,0,UB,LB
27,M,CNF,GN,2AC,5,563,0,SL,SL
42,F,CNF,GN,2AC,4,1157,0,NA,MB
36,M,CNF,TQ,2AC,11,965,0,NA,MB
29,M,RAC,LD,3AC,1,596,2,LB,SL
53,M,CNF,TQ,3AC,22,970,0,UB,LB
64,F,CNF,LD,3AC,4,1937,0,SL,LB
33,F,WL,GN,2AC,18,1428,7,UB,SL
47,M,WL,LD,SL,19,335,15,LB,SL
29,M,RAC,LD,SL,22,944,9,SL,SL
41,M,CNF,LD,2AC,0,1951,0,NA,MB
27,F,RAC,TQ,SL,14,1522,9,LB,SU
30,F,CNF,GN,SL,8,1766,0,UB,UB
47,M,RAC,GN,3AC,14,1083,7,UB,SL
53,M,CNF,TQ,SL,16,327,0,LB,LB
43,M,CNF,TQ,2AC,4,467,0,UB,UB
20,M,CNF,GN,3AC,21,1874,0,UB,UB
36,F,CNF,LD,2AC,13,947,0,NA,MB
23,F,WL,LD,2AC,20,468,16,NA,SU
51,M,CNF,TQ,2AC,10,1095,0,SL,LB
23,M,CNF,LD,3AC,16,1987,0,NA,MB
25,F,RAC,TQ,3AC,14,1367,12,SL,SU
32,F,WL,TQ,SL,21,658,9,NA,SU
65,M,CNF,TQ,2AC,14,1170,0,SL,LB
44,F,WL,TQ,SL,20,1520,17,SL,SU
28,M,WL,TQ,3AC,0,1585,5,NA,SU
25,F,CNF,LD,SL,1,426,0,SL,MB
24,F,RAC,LD,2AC,3,1946,7,UB,SU
37,F,CNF,LD,SL,10,1457,0,NA,SL
57,M,RAC,TQ,3AC,20,862,14,SL,SU
43,M,CNF,GN,SL,4,1805,0,NA,SL
55,F,WL,LD,3AC,10,739,6,LB,SU
27,M,CNF,GN,2AC,2,1002,0,NA,MB
46,F,CNF,TQ,SL,16,1968,0,NA,SL
38,M,CNF,TQ,SL,12,914,0,SL,SL
30,M,CNF,TQ,2AC,8,428,0,LB,LB
57,M,CNF,LD,3AC,6,756,0,NA,LB
56,F,RAC,GN,2AC,16,459,1,LB,SL
33,F,CNF,GN,3AC,2,464,0,UB,UB
25,M,RAC,LD,SL,6,1720,15,NA,SU
51,M,CNF,LD,3AC,1,173,0,UB,LB
22,F,CNF,TQ,2AC,3,338,0,SL,MB
30,M,CNF,LD,SL,22,1476,0,LB,LB
67,F,RAC,GN,3AC,13,1836,12,SL,SL
54,F,CNF,GN,2AC,22,261,0,UB,LB
24,M,RAC,TQ,3AC,17,231,2,LB,SL
44,M,WL,TQ,SL,11,208,14,SL,SL
54,M,CNF,GN,3AC,2,927,0,SL,LB
53,M,CNF,GN,3AC,18,1742,0,SL,LB
25,M,CNF,GN,2AC,17,140,0,LB,LB
54,M,RAC,GN,SL,12,867,6,SL,SL
39,F,CNF,GN,3AC,22,977,0,SL,MB
21,F,RAC,TQ,SL,11,985,9,NA,SU
59,M,CNF,LD,3AC,17,308,0,LB,LB
36,M,WL,LD,3AC,6,1708,8,NA,SL
42,M,RAC,LD,2AC,7,1339,17,SL,SU
29,F,CNF,TQ,SL,11,1762,0,SL,SL
19,M,CNF,LD,2AC,13,746,0,LB,LB
30,M,CNF,TQ,SL,0,148,0,LB,LB
52,F,CNF,LD,3AC,16,1707,0,SL,LB
20,F,CNF,TQ,2AC,1,825,0,UB,UB
21,F,CNF,LD,SL,13,302,0,NA,MB
63,F,CNF,GN,2AC,3,1445,0,LB,LB
51,F,CNF,TQ,SL,4,108,0,UB,LB
37,F,WL,TQ,3AC,16,1135,18,LB,SL
20,M,WL,LD,3AC,20,1559,14,NA,SU
65,F,CNF,LD,2AC,8,1012,0,UB,LB
56,F,CNF,TQ,SL,9,1926,0,UB,LB
41,F,WL,GN,2AC,0,1650,15,SL,SL
48,F,CNF,TQ,SL,9,668,0,LB,LB
24,M,WL,TQ,2AC,4,573,16,UB,SL
25,F,CNF,GN,SL,7,383,0,UB,UB
63,F,CNF,GN,3AC,14,1322,0,NA,LB
69,M,CNF,TQ,3AC,10,1343,0,LB,LB
19,F,CNF,LD,2AC,22,221,0,UB,UB
18,M,CNF,LD,2AC,9,1544,0,NA,SL
61,M,CNF,LD,SL,8,1176,0,UB,LB
30,M,CNF,TQ,SL,6,1011,0,LB,LB
57,F,RAC,LD,3AC,18,1674,4,LB,SU
59,M,CNF,GN,SL,16,696,0,SL,LB
30,M,CNF,TQ,3AC,12,1160,0,SL,MB
40,M,WL,LD,SL,10,1535,4,UB,SL
48,M,CNF,TQ,SL,4,828,0,NA,SL
25,F,RAC,TQ,3AC,16,1475,11,NA,SL
64,M,RAC,GN,2AC,12,469,3,SL,SU
49,M,CNF,LD,3AC,19,1320,0,SL,MB
62,M,CNF,LD,2AC,7,819,0,UB,LB
35,F,WL,GN,3AC,15,1131,2,SL,SL
41,M,CNF,GN,2AC,14,1585,0,UB,UB
46,F,RAC,TQ,SL,6,455,11,LB,SU
49,M,CNF,TQ,SL,11,1970,0,LB,LB
55,F,CNF,LD,SL,0,1781,0,NA,LB
